Object Reference,Alarm,Manual,Commissioned,Site,Device Name,Device,Name,Value,Status,Timed_Override_Active
//Benson House/309.AI3,,,1,Benson House,FCU209,309,FCU209_Room Temperature Sensor,21.3 °C,private1,
//Benson House/309.AI4,,,1,Benson House,FCU209,309,Setpoint Potentiometer,3.0 k?,private1,
//Benson House/309.AI5,,,1,Benson House,FCU209,309,FCU209_LPHW Flow Temperature Sensor/Element Cutout,67.2 °C,private1,
//Benson House/309.AI6,,,1,Benson House,FCU209,309,FCU209_LPHW Return Temperature Sensor,22.1 °C,private1,
//Benson House/309.AI7,,,1,Benson House,FCU209,309,FCU209_CHW Flow Temperature Sensor,8.3 °C,private1,
//Benson House/309.AI8,,,1,Benson House,FCU209,309,FCU209_CHW Return Temperature Sensor,20.6 °C,private1,
//Benson House/309.AI9,,,1,Benson House,FCU209,309,Mains Current Transducer,2.1050 A,private1,
//Benson House/309.AO10,,,1,Benson House,FCU209,309,FCU209_Fan 4 Speed Signal,39%,,
//Benson House/309.AO7,,,1,Benson House,FCU209,309,FCU209_Fan 1 Speed Signal / EVO Fan Speed Signal,39%,,
//Benson House/309.AO8,,,1,Benson House,FCU209,309,FCU209_Fan 2 Speed Signal,39%,,
//Benson House/309.AO9,,,1,Benson House,FCU209,309,FCU209_Fan 3 Speed Signal,39%,,
//Benson House/309.AT1,,,,Benson House,FCU209,309,FCU Power Consumption Totaliser,12932.6 kWh,,
//Benson House/309.AT2,,,,Benson House,FCU209,309,FCU Power Consumption Totaliser (Daily),2.7 kWh,,
//Benson House/309.AT3,,,,Benson House,FCU209,309,FCU Power Consumption Totaliser (Weekly),27.6 kWh,,
//Benson House/309.AT4,,,,Benson House,FCU209,309,FCU Power Consumption Totaliser (Monthly),664.1 kWh,,
//Benson House/309.AV1,,,,Benson House,FCU209,309,FCU209_Control Temperature,21.3 °C,,
//Benson House/309.AV10,,,,Benson House,FCU209,309,FCU209_Fan 4 Current Air Volume,56.0 L/s,,
//Benson House/309.AV1001,,,,Benson House,FCU209,309,FCU Comfort KPI Score (Yesterday),97%,,
//Benson House/309.AV1002,,,,Benson House,FCU209,309,FCU Comfort KPI Score (Live),94%,,
//Benson House/309.AV1003,,,,Benson House,FCU209,309,Cooling Valve Unstick Position,75.00%,,
//Benson House/309.AV1004,,,,Benson House,FCU209,309,Heating Valve Unstick Position,55.00%,,
//Benson House/309.AV1005,,,,Benson House,FCU209,309,Random,-0.1067,,
//Benson House/309.AV1006,,,,Benson House,FCU209,309,FCU Comfort KPI Score (Week),100.00%,,
//Benson House/309.AV1007,,,,Benson House,FCU209,309,Daily Heating Valve Travel Time,0.14 H,,
//Benson House/309.AV1008,,,,Benson House,FCU209,309,Daily Cooling Valve Travel Time,2.11 H,,
//Benson House/309.AV1009,,,,Benson House,FCU209,309,Valve Travel Time (Live),2.25 H,,
//Benson House/309.AV1010,,,,Benson House,FCU209,309,Valve Travel Time (Yesterday),3.95 H,,
//Benson House/309.AV1011,,,,Benson House,FCU209,309,Valve Travel Time (This Week),16.06 H,,
//Benson House/309.AV1012,,,,Benson House,FCU209,309,Valve Travel Time (Last Week),41.74 H,,
//Benson House/309.AV1013,,,,Benson House,FCU209,309,Valve Travel Time (This Month),1894.09 H,,
//Benson House/309.AV1014,,,,Benson House,FCU209,309,Valve Travel Time (Last Month),3821.02 H,,
//Benson House/309.AV1015,,,,Benson House,FCU209,309,FCU Comfort KPI Score (Month),100.00%,,
//Benson House/309.AV1016,,,,Benson House,FCU209,309,FCU Saturation KPI (Minutes to SP),25 min,,
//Benson House/309.AV1017,,,,Benson House,FCU209,309,FCU Saturation KPI (Yesterday),21.0 min,,
//Benson House/309.AV11,,,,Benson House,FCU209,309,FCU209_Operating Setpoint,21.0 °C,,
//Benson House/309.AV12,,,,Benson House,FCU209,309,FCU209_Master Setpoint,21.0 °C,,
//Benson House/309.AV13,,,,Benson House,FCU209,309,FCU209_Overall Fan Speed,70.00%,,
//Benson House/309.AV14,,,,Benson House,FCU209,309,Heating Element Output,-2.00%,,
//Benson House/309.AV15,,,,Benson House,FCU209,309,Room Relative Humidity,-2.0 %RH,,
//Benson House/309.AV16,,,,Benson House,FCU209,309,Room CO2 Level,-2.0 ppm,,
//Benson House/309.AV17,,,,Benson House,FCU209,309,FCU209_Specific Fan Power,1.9 W,,
//Benson House/309.AV18,,,,Benson House,FCU209,309,FCU209_Power Consumption,484.6 W,,
//Benson House/309.AV19,,,,Benson House,FCU209,309,FCU209_Current Thermal Output,-0.7 kW,,
//Benson House/309.AV2,,,,Benson House,FCU209,309,Supply Air Temperature,19.3 °C,,
//Benson House/309.AV20,,,,Benson House,FCU209,309,Master Alarm Code,0,,
//Benson House/309.AV201,,,,Benson House,FCU209,309,FCU209_Design Total Air Volume,320.0 L/s,,
//Benson House/309.AV202,,,,Benson House,FCU209,309,Fan Setback Factor,70.00%,,
//Benson House/309.AV203,,,,Benson House,FCU209,309,FCU209_Heating Valve Design Flow Rate,0.1990 L/s,,
//Benson House/309.AV204,,,,Benson House,FCU209,309,FCU209_Cooling Valve Design Flow Rate,0.0500 L/s,,
//Benson House/309.AV205,,,,Benson House,FCU209,309,EVO Fan Voltage for Design Airflow,-2.0 V,,
//Benson House/309.AV206,,,,Benson House,FCU209,309,Maximum Allowed Airflow Per Fan,150.0 L/s,,
//Benson House/309.AV207,,,,Benson House,FCU209,309,FCU209_Fan 1 Design Air Volume,80.0 L/s,,
//Benson House/309.AV208,,,,Benson House,FCU209,309,FCU209_Fan 2 Design Air Volume,80.0 L/s,,
//Benson House/309.AV209,,,,Benson House,FCU209,309,FCU209_Fan 3 Design Air Volume,80.0 L/s,,
//Benson House/309.AV210,,,,Benson House,FCU209,309,FCU209_Fan 4 Design Air Volume,80.0 L/s,,
//Benson House/309.AV211,,,,Benson House,FCU209,309,Fabric Protection Setpoint,12.0 °C,,
//Benson House/309.AV212,,,,Benson House,FCU209,309,PIR Activation Delay,0.5 min,,
//Benson House/309.AV213,,,,Benson House,FCU209,309,PIR Inactivation Delay,30.0 min,,
//Benson House/309.AV214,,,,Benson House,FCU209,309,Design Heating Duty,4.0 kW,,
//Benson House/309.AV215,,,,Benson House,FCU209,309,Design Cooling Duty,4.0 kW,,
//Benson House/309.AV216,,,,Benson House,FCU209,309,Minimum Allowed Airflow Per Fan,30.0 L/s,,
//Benson House/309.AV217,,,,Benson House,FCU209,309,FCU209_Fan 1 Setback Air Volume,56.0 L/s,,
//Benson House/309.AV218,,,,Benson House,FCU209,309,FCU209_Fan 2 Setback Air Volume,56.0 L/s,,
//Benson House/309.AV219,,,,Benson House,FCU209,309,FCU209_Fan 3 Setback Air Volume,56.0 L/s,,
//Benson House/309.AV220,,,,Benson House,FCU209,309,FCU209_Fan 4 Setback Air Volume,56.0 L/s,,
//Benson House/309.AV227,,,,Benson House,FCU209,309,Fan 1 Trim,100.00%,,
//Benson House/309.AV228,,,,Benson House,FCU209,309,Fan 2 Trim,100.00%,,
//Benson House/309.AV229,,,,Benson House,FCU209,309,Fan 3 Trim,100.00%,,
//Benson House/309.AV230,,,,Benson House,FCU209,309,Fan 4 Trim,100.00%,,
//Benson House/309.AV231,,,,Benson House,FCU209,309,Control Temperature Sensor Offset,0.0 °C,,
//Benson House/309.AV232,,,,Benson House,FCU209,309,Supply Air Temperature Sensor Offset,0.0 °C,,
//Benson House/309.AV233,,,,Benson House,FCU209,309,Heating Valve Trim,100.00%,,
//Benson House/309.AV234,,,,Benson House,FCU209,309,Cooling Valve Trim,100.00%,,
//Benson House/309.AV235,,,,Benson House,FCU209,309,Heating Branch Trim,100.00%,,
//Benson House/309.AV236,,,,Benson House,FCU209,309,Cooling Branch Trim,100.00%,,
//Benson House/309.AV246,,,,Benson House,FCU209,309,Supply Air High Limit,32.3 °C,,
//Benson House/309.AV248,,,,Benson House,FCU209,309,Supply Air Low Limit,12.0 °C,,
//Benson House/309.AV250,,,,Benson House,FCU209,309,Setpoint Pot Lower Limit,0.0 k?,,
//Benson House/309.AV251,,,,Benson House,FCU209,309,Setpoint Pot Upper Limit,6.0 k?,,
//Benson House/309.AV252,,,,Benson House,FCU209,309,Setpoint Adjustment Range,6.0 °C,,
//Benson House/309.AV253,,,,Benson House,FCU209,309,BACstat Timeout Period,60.0 min,,
//Benson House/309.AV254,,,,Benson House,FCU209,309,Maximum Valve Position During Boost,120.00%,,
//Benson House/309.AV255,,,,Benson House,FCU209,309,Maximum Fan Speed During Boost,100.00%,,
//Benson House/309.AV256,,,,Benson House,FCU209,309,Boost Mode Delay,30.0 min,,
//Benson House/309.AV261,,,,Benson House,FCU209,309,FCU209_Occupied Dead Band,0.5 °C,,
//Benson House/309.AV262,,,,Benson House,FCU209,309,FCU209_Unoccupied Dead Band,1.5 °C,,
//Benson House/309.AV263,,,,Benson House,FCU209,309,FCU209_Occupied Valve Proportional Band,1.0 °C,,
//Benson House/309.AV264,,,,Benson House,FCU209,309,FCU209_Unoccupied Valve Proportional Band,2.0 °C,,
//Benson House/309.AV265,,,,Benson House,FCU209,309,FCU209_Occupied Fan Proportional Band,1.0 °C,,
//Benson House/309.AV266,,,,Benson House,FCU209,309,FCU209_Unoccupied Fan Proportional Band,2.0 °C,,
//Benson House/309.AV267,,,,Benson House,FCU209,309,Boost Proportional Band,1.0 °C,,
//Benson House/309.AV3,,,,Benson House,FCU209,309,FCU209_Heating Valve Position,0%,,
//Benson House/309.AV301,,,,Benson House,FCU209,309,FCU209_Number of FCU Fans,4,,
//Benson House/309.AV302,,,,Benson House,FCU209,309,Filter Alarm Setpoint,1000.0 h,,
//Benson House/309.AV303,,,,Benson House,FCU209,309,Heating Valve Motor Time for Design Flow,72.9 s,,
//Benson House/309.AV304,,,,Benson House,FCU209,309,Cooling Valve Motor Time for Design Flow,43.5 s,,
//Benson House/309.AV305,,,,Benson House,FCU209,309,BACstat Keypress,0,,
//Benson House/309.AV306,,,,Benson House,FCU209,309,FCU209_Power Consumption kW,0.5 kW,,
//Benson House/309.AV308,,,,Benson House,FCU209,309,Controller MAC Address,9,,
//Benson House/309.AV309,,,,Benson House,FCU209,309,Master/Slave Poll Interval,60.0 s,,
//Benson House/309.AV310,,,,Benson House,FCU209,309,Auto-Save Interval,60 min,,
//Benson House/309.AV311,,,,Benson House,FCU209,309,Maximum Valve Drives Before Resync,200,,
//Benson House/309.AV312,,,,Benson House,FCU209,309,Control Loop Bias at Shutdown,50.00%,,
//Benson House/309.AV313,,,,Benson House,FCU209,309,Heating Valve Current Motor Time,0.0 s,,
//Benson House/309.AV314,,,,Benson House,FCU209,309,Cooling Valve Current Motor Time,0.0 s,,
//Benson House/309.AV316,,,,Benson House,FCU209,309,Filter Meter,5.50%,,
//Benson House/309.AV317,,,,Benson House,FCU209,309,Power Consumption at Design Air Volume,691.2 W,,
//Benson House/309.AV318,,,,Benson House,FCU209,309,Heating Control Boundary Value,25.00%,,
//Benson House/309.AV319,,,,Benson House,FCU209,309,Cooling Control Boundary Value,75.00%,,
//Benson House/309.AV320,,,,Benson House,FCU209,309,Primary Control Loop Integral Control Rate,0.3 %/m,,
//Benson House/309.AV333,,,,Benson House,FCU209,309,Heating Valve Flow Threshold,19.0 s,,
//Benson House/309.AV334,,,,Benson House,FCU209,309,Cooling Valve Flow Threshold,17.0 s,,
//Benson House/309.AV337,,,,Benson House,FCU209,309,Mains Voltage,230.0 V,,
//Benson House/309.AV338,,,,Benson House,FCU209,309,Mains Current Draw,2.1 A,,
//Benson House/309.AV339,,,,Benson House,FCU209,309,ComTool Keypress,0,,
//Benson House/309.AV340,,,,Benson House,FCU209,309,Heating Element High Limit,100.00%,,
//Benson House/309.AV343,,,,Benson House,FCU209,309,Heating Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/309.AV344,,,,Benson House,FCU209,309,Cooling Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/309.AV350,,,,Benson House,FCU209,309,Waterside Main Control Factor,0.00%,,
//Benson House/309.AV360,,,,Benson House,FCU209,309,Airside Main Control Factor,70.00%,,
//Benson House/309.AV373,,,,Benson House,FCU209,309,Heating Valve Motor Time for Boost Flow,76.3 s,,
//Benson House/309.AV374,,,,Benson House,FCU209,309,Cooling Valve Motor Time for Boost Flow,51.0 s,,
//Benson House/309.AV383,,,,Benson House,FCU209,309,Heating Valve Required Time,0.00 s,,
//Benson House/309.AV384,,,,Benson House,FCU209,309,Cooling Valve Required Time,0.00 s,,
//Benson House/309.AV4,,,,Benson House,FCU209,309,FCU209_Cooling Valve Position,0%,,
//Benson House/309.AV406,,,,Benson House,FCU209,309,FCU209_Standby Power Consumption,49.2 W,,
//Benson House/309.AV5,,,,Benson House,FCU209,309,FCU209_Current Total Air Volume,224.0 L/s,,
//Benson House/309.AV501,,,,Benson House,FCU209,309,FCU209_Power Consumption Total,12932.6 kWh,,
//Benson House/309.AV502,,,,Benson House,FCU209,309,FCU Power Consumption Today,2.7 kWh,,
//Benson House/309.AV503,,,,Benson House,FCU209,309,FCU Power Consumption This Week,24.9 kWh,,
//Benson House/309.AV504,,,,Benson House,FCU209,309,FCU Power Consumption This Month,661.4 kWh,,
//Benson House/309.AV512,,,,Benson House,FCU209,309,FCU Power Consumption Yesterday,6.2 kWh,,
//Benson House/309.AV513,,,,Benson House,FCU209,309,FCU Power Consumption Last Week,33.5 kWh,,
//Benson House/309.AV514,,,,Benson House,FCU209,309,FCU Power Consumption Last Month,1749.1 kWh,,
//Benson House/309.AV520,,,,Benson House,FCU209,309,FCU Power Consumption Last Mon,4650.2 kWh,,
//Benson House/309.AV521,,,,Benson House,FCU209,309,FCU Power Consumption Last Tue,4650.2 kWh,,
//Benson House/309.AV522,,,,Benson House,FCU209,309,FCU Power Consumption Last Wed,4650.2 kWh,,
//Benson House/309.AV523,,,,Benson House,FCU209,309,FCU Power Consumption Last Thu,4650.2 kWh,,
//Benson House/309.AV524,,,,Benson House,FCU209,309,FCU Power Consumption Last Fri,4650.2 kWh,,
//Benson House/309.AV525,,,,Benson House,FCU209,309,FCU Power Consumption Last Sat,4650.2 kWh,,
//Benson House/309.AV526,,,,Benson House,FCU209,309,FCU Power Consumption Last Sun,4650.2 kWh,,
//Benson House/309.AV6,,,,Benson House,FCU209,309,EVO Current Fan Voltage,-2.0 V,,
//Benson House/309.AV601,,,,Benson House,FCU209,309,Lighting Setpoint,920 lx,,
//Benson House/309.AV7,,,,Benson House,FCU209,309,FCU209_Fan 1 Current Air Volume,56.0 L/s,,
//Benson House/309.AV8,,,,Benson House,FCU209,309,FCU209_Fan 2 Current Air Volume,56.0 L/s,,
//Benson House/309.AV9,,,,Benson House,FCU209,309,FCU209_Fan 3 Current Air Volume,56.0 L/s,,
//Benson House/309.BI10,,,1,Benson House,FCU209,309,Multi-Function Input,ON,,
//Benson House/309.BI105,,,1,Benson House,FCU209,309,FCU209_BACstat PIR,OFF,fault,
//Benson House/309.BI11,,,1,Benson House,FCU209,309,Mode Switch,ON,,
//Benson House/309.BO1,,,1,Benson House,FCU209,309,FCU209_Heating Valve Open / Element Energise,OFF,private2,
//Benson House/309.BO2,,,1,Benson House,FCU209,309,FCU209_Heating Valve Close,OFF,private2,
//Benson House/309.BO3,,,1,Benson House,FCU209,309,FCU209_Cooling Valve Open,OFF,private2,
//Benson House/309.BO4,,,1,Benson House,FCU209,309,FCU209_Cooling Valve Close,OFF,private2,
//Benson House/309.BO5,,,1,Benson House,FCU209,309,Standby Sentinal,OFF,polarity|private2,
//Benson House/309.BO6,,,1,Benson House,FCU209,309,Status Light,OFF,private2,
//Benson House/309.BT1,,,,Benson House,FCU209,309,FCU Run Timer,27133.00 Hours,,
//Benson House/309.BT1001,,,,Benson House,FCU209,309,FCU Daily Run Timer,5.05 Hours,,
//Benson House/309.BT1002,,,,Benson House,FCU209,309,FCU Within Bounds Daily Timer,4.75 Hours,,
//Benson House/309.BT1003,,,,Benson House,FCU209,309,FCU Weekly Run Timer,49.89 Hours,,
//Benson House/309.BT1004,,,,Benson House,FCU209,309,FCU Within Bounds Weekly Timer,49.89 Hours,,
//Benson House/309.BT1005,,,,Benson House,FCU209,309,FCU Within Bounds Monthly Timer,1134.24 Hours,,
//Benson House/309.BT1006,,,,Benson House,FCU209,309,Heating Valve Opening Daily Timer,0.06 Hours,,
//Benson House/309.BT1007,,,,Benson House,FCU209,309,Heating Valve Closing Daily Timer,0.08 Hours,,
//Benson House/309.BT1008,,,,Benson House,FCU209,309,Cooling Valve Opening Daily Timer,1.01 Hours,,
//Benson House/309.BT1009,,,,Benson House,FCU209,309,Cooling Valve Closing Daily Timer,1.10 Hours,,
//Benson House/309.BT1010,,,,Benson House,FCU209,309,FCU Monthly Run Timer,1134.24 Hours,,
//Benson House/309.BT1011,,,,Benson House,FCU209,309,Time to Heating Setpoint,0.083 Hours,,
//Benson House/309.BT1012,,,,Benson House,FCU209,309,Time to Cooling Setpoint,0.000 Hours,,
//Benson House/309.BV1,,,,Benson House,FCU209,309,FCU209_Run Status,RUN,,
//Benson House/309.BV10,,,,Benson House,FCU209,309,Full Cooling Mode,OFF,,
//Benson House/309.BV1001,,,,Benson House,FCU209,309,FCU Within Bounds,ON,,
//Benson House/309.BV1002,,,,Benson House,FCU209,309,Sticky Cooling Valve,OFF,,
//Benson House/309.BV1003,,,,Benson House,FCU209,309,Cooling Valve Stuck,OFF,,
//Benson House/309.BV1004,,,,Benson House,FCU209,309,Sticky Heating Valve,OFF,,
//Benson House/309.BV1005,,,,Benson House,FCU209,309,Heating Valve Stuck,OFF,,
//Benson House/309.BV1006,,,,Benson House,FCU209,309,Cooling Setpoint Timer Enable,OFF,,
//Benson House/309.BV1007,,,,Benson House,FCU209,309,Heating Setpoint Timer Enable,OFF,,
//Benson House/309.BV11,,,,Benson House,FCU209,309,Neutral Mode,OFF,,
//Benson House/309.BV12,,,,Benson House,FCU209,309,Boost Mode,OFF,,
//Benson House/309.BV13,,,,Benson House,FCU209,309,FCU209_BMS Run Signal,RUN,,
//Benson House/309.BV14,,,,Benson House,FCU209,309,FCU209_BMS Occupancy Signal,OCCUPIED,,
//Benson House/309.BV15,,,,Benson House,FCU209,309,BACstat Control Signal,OFF,,
//Benson House/309.BV16,,,,Benson House,FCU209,309,Fabric Protection Active,OFF,,
//Benson House/309.BV2,,,,Benson House,FCU209,309,FCU209_Occupancy Status,OCCUPIED,,
//Benson House/309.BV20,,,,Benson House,FCU209,309,Master Alarm,OFF,,
//Benson House/309.BV201,,,,Benson House,FCU209,309,Disable Variable Air Volume,OFF,,
//Benson House/309.BV202,,,,Benson House,FCU209,309,Optimum Start Enabled,OFF,,
//Benson House/309.BV203,,,,Benson House,FCU209,309,Integral Control Enabled,OFF,,
//Benson House/309.BV204,,,,Benson House,FCU209,309,BACstat Connected,OFF,,
//Benson House/309.BV205,,,,Benson House,FCU209,309,Room Stat Potentiometer Connected,ON,,
//Benson House/309.BV207,,,,Benson House,FCU209,309,Reset BACstat Setpoint on BMS Stop Signal,OFF,,
//Benson House/309.BV208,,,,Benson House,FCU209,309,Use PIR for Run Status,OFF,,
//Benson House/309.BV209,,,,Benson House,FCU209,309,Disable Boost Mode,ON,,
//Benson House/309.BV21,,,,Benson House,FCU209,309,Generic Alarm,OFF,,
//Benson House/309.BV210,,,,Benson House,FCU209,309,ECO Start Enabled,OFF,,
//Benson House/309.BV211,,,,Benson House,FCU209,309,ECO Start Triggered,OFF,,
//Benson House/309.BV22,,,,Benson House,FCU209,309,Filter Alarm,OFF,,
//Benson House/309.BV23,,,,Benson House,FCU209,309,Condensate Alarm,OFF,,
//Benson House/309.BV236,,,,Benson House,FCU209,309,Get Run Status from Master FCU,OFF,,
//Benson House/309.BV237,,,,Benson House,FCU209,309,Get Control Temperature from Master FCU,OFF,,
//Benson House/309.BV238,,,,Benson House,FCU209,309,Get Occupancy from Master FCU,OFF,,
//Benson House/309.BV239,,,,Benson House,FCU209,309,Get Setpoint from Master FCU,OFF,,
//Benson House/309.BV24,,,,Benson House,FCU209,309,Fan Failure Alarm,OFF,,
//Benson House/309.BV25,,,,Benson House,FCU209,309,Sensor Failure Alarm,OFF,,
//Benson House/309.BV26,,,,Benson House,FCU209,309,Heating Alarm,OFF,,
//Benson House/309.BV27,,,,Benson House,FCU209,309,Cooling Alarm,OFF,,
//Benson House/309.BV28,,,,Benson House,FCU209,309,Element Cutout Alarm,OFF,,
//Benson House/309.BV302,,,,Benson House,FCU209,309,Disable Fans,OFF,,
//Benson House/309.BV303,,,,Benson House,FCU209,309,Heating Valve Resync Required,OFF,,
//Benson House/309.BV304,,,,Benson House,FCU209,309,Cooling Valve Resync Required,OFF,,
//Benson House/309.BV305,,,,Benson House,FCU209,309,PIR Activated,OFF,,
//Benson House/309.BV306,,,,Benson House,FCU209,309,Reverse Valve Operation,OFF,,
//Benson House/309.BV307,,,,Benson House,FCU209,309,Disable Fan Auto-Setup,OFF,,
//Benson House/309.BV308,,,,Benson House,FCU209,309,Disable Valve Auto-Setup,OFF,,
//Benson House/309.BV309,,,,Benson House,FCU209,309,Calibrate Sensors,OFF,,
//Benson House/309.BV310,,,,Benson House,FCU209,309,Test Power Consumption,OFF,,
//Benson House/309.BV311,,,,Benson House,FCU209,309,Save to Flash Required,OFF,,
